Date,Open,High,Low,Close,Shares Traded,Turnover (Rs. Cr)
26-Aug-19,11000.3,11070.3,10756.55,11057.85,684141923,22375.99
27-Aug-19,11106.55,11141.75,11049.5,11105.35,685551267,27413.16
28-Aug-19,11101.3,11129.65,10987.65,11046.1,549954696,16739.43
29-Aug-19,10996.05,11021.1,10922.4,10948.3,649876160,20127.77
30-Aug-19,10987.8,11042.6,10874.8,11023.25,628154431,21057.31
03-Sep-19,10960.95,10967.5,10772.7,10797.9,483038985,16595.6
04-Sep-19,10790.4,10858.75,10746.35,10844.65,508784352,19195.1
05-Sep-19,10860.95,10920.1,10816,10847.9,595699267,18279.88
06-Sep-19,10883.8,10957.05,10867.45,10946.2,497214445,18167.78
09-Sep-19,10936.7,11028.85,10889.8,11003.05,412471067,14762.07
11-Sep-19,11028.5,11054.8,11011.65,11035.7,687140326,19550.59
12-Sep-19,11058.3,11081.75,10964.95,10982.8,551436050,17510.17
13-Sep-19,10986.8,11084.45,10945.75,11075.9,624305151,18012.76
16-Sep-19,10994.85,11052.7,10968.2,11003.5,434449776,15786.17
17-Sep-19,11000.1,11000.1,10796.5,10817.6,482013044,17721.93
18-Sep-19,10872.8,10885.15,10804.85,10840.65,519155072,16784.43
19-Sep-19,10845.2,10845.2,10670.25,10704.8,642599183,16642.83
20-Sep-19,10746.8,11381.9,10691,11274.2,1356767450,54081.53
23-Sep-19,11542.7,11694.85,11471.35,11600.2,882826741,40005.01
24-Sep-19,11590.7,11655.05,11539.2,11588.2,651722255,26930.07
25-Sep-19,11564.85,11564.95,11416.1,11440.2,629054640,25266.24
26-Sep-19,11469.85,11610.85,11466.35,11571.2,844465614,30707.84
27-Sep-19,11556.35,11593.6,11499.75,11512.4,650017280,19036.94
30-Sep-19,11491.15,11508.25,11390.8,11474.45,756848686,23748.07
01-Oct-19,11515.4,11554.2,11247.9,11359.9,1305415159,28972.72
03-Oct-19,11322.25,11370.4,11257.35,11314,1017479514,21658.38
04-Oct-19,11388.45,11400.3,11158.35,11174.75,928524450,22470.76
07-Oct-19,11196.2,11233.85,11112.65,11126.4,733198763,18641.37
09-Oct-19,11152.95,11321.6,11090.15,11313.3,741148639,20961.54
10-Oct-19,11280.5,11293.35,11208.55,11234.55,562017945,19234.31
11-Oct-19,11257.7,11362.9,11189.4,11305.05,737795150,22511.39
14-Oct-19,11335.9,11420.45,11290.05,11341.15,587579191,17499.48
15-Oct-19,11360.85,11462.35,11342.1,11428.3,527396180,17041.55
16-Oct-19,11464.95,11481.05,11411.1,11464,533468525,18266.06
17-Oct-19,11466.3,11599.1,11439.65,11586.35,797572398,20839.2
18-Oct-19,11580.3,11684.7,11553.15,11661.85,853440208,22315.99
22-Oct-19,11657.15,11714.35,11573.65,11588.35,867601307,29726.27
23-Oct-19,11596.2,11651.6,11554.4,11604.1,664159887,23397.69
24-Oct-19,11661.65,11679.6,11534.65,11582.6,700481662,25177.46
25-Oct-19,11646.15,11646.9,11490.75,11583.9,812027840,23611.51
27-Oct-19,11662.25,11672.4,11604.6,11627.15,161779004,3548.21
29-Oct-19,11643.95,11809.4,11627.35,11786.85,951722529,27054.87
30-Oct-19,11883.9,11883.95,11784.45,11844.1,725219760,22672.18
31-Oct-19,11890.45,11945,11855.1,11877.45,1414837250,31304.73
01-Nov-19,11886.6,11918.3,11843.35,11890.6,855338495,24933.55
04-Nov-19,11928.9,11989.15,11905.35,11941.3,823050457,23203.88
05-Nov-19,11974.6,11978.95,11861.9,11917.2,631952071,20995.88
06-Nov-19,11911.5,12002.9,11850.25,11966.05,603351290,23324.97
07-Nov-19,12021.1,12021.4,11946.85,12012.05,562963817,20898.24
08-Nov-19,11987.15,12034.15,11888.75,11908.15,789254360,22931.52
11-Nov-19,11879.2,11932.65,11853.95,11913.45,548979515,16548.47
13-Nov-19,11908.3,11946.8,11823.2,11840.45,659035969,20401.5
14-Nov-19,11858.75,11895.65,11802.65,11872.1,559494025,19114.86
15-Nov-19,11904.2,11973.65,11879.25,11895.45,580154179,22350.63
18-Nov-19,11915.15,11946.2,11867.6,11884.5,514352437,17991.41
19-Nov-19,11919.45,11958.85,11881.75,11940.1,613909679,21574.84
20-Nov-19,12004.75,12038.6,11966.05,11999.1,646661147,24341.14
21-Nov-19,12025.65,12028.2,11956.9,11968.4,557685781,21609.99
22-Nov-19,11967.3,11968.1,11883.5,11914.4,486815185,19243.57
25-Nov-19,11922.45,12084.5,11919.75,12073.75,534289467,19990.44
26-Nov-19,12110.2,12132.45,12006.35,12037.7,1201335831,46030.62
27-Nov-19,12068.5,12114.9,12055.15,12100.7,584226618,19937.4
28-Nov-19,12132.1,12158.8,12099.95,12151.15,620479403,21229.58
29-Nov-19,12146.2,12147.4,12017.4,12056.05,804430391,21838.04
02-Dec-19,12137.05,12137.15,12023.7,12048.2,720945335,23113.18
03-Dec-19,12067.65,12068.6,11956.4,11994.2,605789334,18203.76
04-Dec-19,11969.95,12054.7,11935.3,12043.2,747193818,22132.83
05-Dec-19,12071.25,12081.2,11998.75,12018.4,562228745,19589.81
06-Dec-19,12047.35,12057.05,11888.85,11921.5,609221205,18245.49
09-Dec-19,11939.1,11981.95,11888.05,11937.5,599115748,16672.87
10-Dec-19,11950.5,11953.2,11844.7,11856.8,650219487,16514.63
11-Dec-19,11867.35,11923.2,11832.3,11910.15,997655048,18760.57
12-Dec-19,11944.3,12005.5,11934,11971.8,752617138,18401.22
13-Dec-19,12026.4,12098.85,12023.6,12086.7,597712516,20626.8
16-Dec-19,12131.35,12134.65,12046.3,12053.95,437703921,16110.34
17-Dec-19,12082.45,12182.75,12070.35,12165,499585789,20968.79
18-Dec-19,12197,12237.7,12163.45,12221.65,518854651,22341.06
19-Dec-19,12223.4,12268.35,12191.15,12259.7,623049839,19761.9
20-Dec-19,12266.45,12293.9,12252.75,12271.8,810676090,25750.24
23-Dec-19,12235.45,12287.15,12213.25,12262.75,604782354,18078.23
24-Dec-19,12269.25,12283.7,12202.1,12214.55,470290298,13864.56
26-Dec-19,12211.85,12221.55,12118.85,12126.55,520326632,16362.31
27-Dec-19,12172.9,12258.45,12157.9,12245.8,383788556,13676.2
30-Dec-19,12274.9,12286.45,12213.8,12255.85,411084614,14556.73
31-Dec-19,12247.1,12247.1,12151.8,12168.45,426931711,14812.89
